record_id,movie_id,city,country,year,month,total_views,total_watch_minutes,rewatch_count,estimated_revenue_usd,avg_rating,num_reviews,engagement_score
750,8,Chennai,India,2025,3,6,265,2,9.85,2.5,3,27.5
751,7,Kolkata,India,2025,2,3,141,0,4.47,3.5,1,16.9
752,4,Chennai,India,2025,4,7,569,1,16.39,3.5,3,29.7
753,6,Pune,India,2025,3,9,455,1,11.5,3.0,3,22.9
754,25,Houston,USA,2024,10,2,205,1,5.67,4.0,2,38.6
755,12,Sydney,Australia,2025,2,2,130,1,3.67,3.5,2,34.9
756,10,New York,USA,2025,1,2,152,0,4.75,,0,20.6
757,16,Dubai,UAE,2025,1,2,128,0,3.76,4.0,1,20.4
758,14,Toronto,Canada,2025,3,2,159,0,5.21,3.5,2,19.1
759,10,Houston,USA,2024,8,2,126,1,4.97,,0,32.2
760,23,Delhi,India,2025,4,20,1640,2,61.85,4.18,11,33.4
761,5,Mumbai,India,2025,2,10,821,1,34.81,4.1,5,27.2
762,2,Los Angeles,USA,2025,4,6,566,0,20.14,4.25,2,23.8
763,14,Mumbai,India,2024,12,9,810,2,27.66,3.67,3,31.0
764,21,London,UK,2025,4,28,3012,6,74.73,4.32,11,38.4
765,19,Sydney,Australia,2025,4,25,2396,2,70.14,4.28,9,35.4
766,15,Kolkata,India,2025,3,22,1949,2,48.27,3.93,7,33.9
767,18,Mumbai,India,2024,10,7,799,0,21.15,4.0,2,26.9
768,17,Delhi,India,2025,3,4,296,2,8.23,4.17,3,42.7
769,12,Hyderabad,India,2025,3,3,206,0,6.54,,0,21.4
770,11,Sydney,Australia,2025,4,13,1315,3,36.31,3.62,4,36.0
771,22,Mumbai,India,2025,3,15,1354,2,46.57,3.62,4,32.6
772,1,Houston,USA,2025,2,11,1165,0,30.79,4.75,6,31.3
773,24,Pune,India,2025,1,4,293,0,8.37,4.25,2,22.5
774,11,Chicago,USA,2025,2,11,1044,0,28.53,4.75,2,26.8
775,7,New York,USA,2025,1,11,470,1,17.28,2.5,5,21.4
776,18,Houston,USA,2024,11,3,317,0,9.92,,0,23.5
777,23,Los Angeles,USA,2025,4,13,1069,2,29.52,3.75,2,32.2
778,7,Bengaluru,India,2025,2,2,84,0,2.7,,0,14.8
779,1,Manchester,UK,2025,3,16,1649,2,44.18,4.39,9,36.4
780,20,Hyderabad,India,2024,9,5,312,2,6.36,2.5,1,34.3
781,17,Sydney,Australia,2025,4,3,190,1,5.21,,0,33.6
782,22,Houston,USA,2024,12,2,188,0,5.67,4.5,1,24.3
783,16,London,UK,2025,1,3,180,0,5.72,3.25,2,19.6
784,13,New York,USA,2025,3,15,1512,5,53.62,3.75,6,37.6
785,25,London,UK,2025,3,2,194,0,6.0,4.25,2,22.4
786,25,Pune,India,2025,3,2,179,0,6.56,3.25,2,20.7
787,8,Delhi,India,2025,2,13,632,3,16.72,2.93,7,28.7
788,25,Chennai,India,2024,7,3,287,0,7.79,,0,22.5
789,10,Sydney,Australia,2025,3,3,221,0,7.75,3.5,1,20.4
790,3,Delhi,India,2024,12,12,1344,1,31.22,5.0,1,30.5
791,5,Ahmedabad,India,2025,2,2,198,0,6.58,,0,25.1
792,20,Kolkata,India,2024,9,7,353,1,9.11,2.33,3,23.5
793,23,New York,USA,2025,3,15,1224,6,36.13,4.0,9,40.3
794,10,Melbourne,Australia,2025,1,3,233,0,7.2,4.5,2,21.5
795,6,Los Angeles,USA,2025,4,12,629,0,20.12,2.5,4,21.4
796,18,Los Angeles,USA,2024,12,4,436,0,12.84,4.0,1,24.6
797,18,Toronto,Canada,2025,2,6,626,2,16.31,,0,34.4
798,2,Melbourne,Australia,2024,11,4,355,1,12.42,4.0,2,29.3
799,1,Singapore,Singapore,2025,3,6,566,1,17.75,4.0,1,31.4
800,19,Manchester,UK,2025,4,27,2421,4,68.77,4.12,8,36.8
801,10,Delhi,India,2024,8,5,363,0,11.31,3.75,2,20.9
802,22,Nairobi,Kenya,2025,1,4,333,1,11.75,3.75,2,29.9
803,13,Kolkata,India,2025,3,15,1433,2,43.97,4.5,4,30.5
804,3,Chennai,India,2025,3,5,564,0,12.69,4.5,2,25.3
805,25,Los Angeles,USA,2024,7,5,499,1,12.92,4.0,2,30.2
806,5,London,UK,2025,4,4,368,0,12.67,4.0,1,24.2
807,18,Chicago,USA,2025,2,4,474,0,8.97,,0,26.6
808,24,Dubai,UAE,2025,3,3,245,0,6.1,3.5,1,24.5
809,7,Houston,USA,2025,1,7,352,1,9.97,2.67,3,23.8
810,20,Kolkata,India,2024,10,2,122,0,2.81,2.0,1,20.7
811,1,New York,USA,2025,2,16,1647,3,49.59,,0,38.2
812,14,Dubai,UAE,2024,10,2,188,0,6.3,3.0,2,22.5
813,14,Manchester,UK,2025,1,3,289,0,8.55,3.5,1,23.4
814,15,Dubai,UAE,2025,3,4,396,0,10.21,3.67,3,26.6
815,16,Bengaluru,India,2025,4,3,174,0,7.37,3.0,1,19.0
816,4,Singapore,Singapore,2025,2,6,469,0,14.35,4.0,1,24.1
817,25,New York,USA,2024,10,4,390,0,13.31,4.0,1,23.3
818,14,Bengaluru,India,2024,9,5,453,1,15.5,4.25,4,28.9
819,14,Mumbai,India,2024,7,5,437,0,15.26,3.75,2,22.2
820,2,Kolkata,India,2025,4,3,287,0,8.95,4.5,1,22.9
821,18,Chennai,India,2024,10,6,616,0,13.9,4.33,3,24.1
822,14,London,UK,2025,4,2,213,0,6.46,3.0,1,25.4
823,12,Delhi,India,2025,4,3,236,0,7.8,,0,24.3
824,4,New York,USA,2025,2,10,890,4,25.8,3.5,2,40.7
825,6,Chennai,India,2025,4,9,404,0,13.03,3.17,6,17.8
826,11,Mumbai,India,2025,2,21,2018,2,57.11,4.0,8,34.0
827,10,Mumbai,India,2025,2,3,248,0,7.07,3.5,1,22.8
828,18,Manchester,UK,2024,12,2,226,0,5.55,5.0,1,24.7
829,11,Delhi,India,2025,4,17,1579,2,51.08,3.56,8,32.3
830,18,Singapore,Singapore,2024,12,4,469,2,10.32,4.0,1,41.4
831,24,Nairobi,Kenya,2025,1,5,388,0,10.25,3.83,3,24.2
832,22,Mumbai,India,2025,1,14,1206,2,41.46,4.5,3,31.4
833,23,Dubai,UAE,2025,4,7,543,2,18.1,4.75,2,32.5
834,8,Kolkata,India,2025,2,12,531,4,18.76,2.5,6,29.9
835,21,Houston,USA,2025,4,23,2586,4,54.4,3.85,10,36.2
836,22,Pune,India,2025,4,3,253,1,10.62,3.0,2,32.3
837,18,Manchester,UK,2025,1,4,423,0,10.62,3.5,2,23.9
838,3,Bengaluru,India,2024,12,7,712,1,19.33,4.2,5,28.1
839,25,Melbourne,Australia,2024,10,2,233,1,5.18,,0,41.7
840,20,Mumbai,India,2024,8,7,318,0,9.78,2.83,3,17.6
841,18,Mumbai,India,2025,2,12,1258,2,36.56,4.2,5,31.9
842,13,Singapore,Singapore,2025,3,6,522,1,22.4,3.75,2,26.0
843,2,Sydney,Australia,2025,4,3,303,1,10.96,4.0,2,34.2
844,2,Mumbai,India,2025,4,10,953,3,35.35,4.67,3,34.7
845,10,Bengaluru,India,2024,9,7,555,1,17.11,4.0,2,27.8
846,25,Chicago,USA,2025,3,5,446,0,15.66,4.5,3,21.8
847,6,Mumbai,India,2025,4,23,1288,5,36.75,2.54,12,33.4
848,23,Sydney,Australia,2025,4,6,536,1,13.87,4.0,3,31.8
849,18,Los Angeles,USA,2025,4,4,460,0,11.74,3.5,1,25.9
850,14,Toronto,Canada,2024,10,2,208,0,6.74,4.0,1,24.8
851,12,Melbourne,Australia,2025,2,3,203,1,6.0,,0,31.1
852,4,Chicago,USA,2025,4,5,334,0,12.97,4.33,3,20.6
853,2,New York,USA,2024,10,4,316,0,11.54,4.5,1,19.6
854,11,Singapore,Singapore,2025,4,3,282,0,9.43,3.0,1,23.4
855,17,Kolkata,India,2025,2,3,197,2,5.26,4.5,2,44.4
856,11,Delhi,India,2025,2,29,2636,7,91.37,4.25,10,40.3
857,12,Manchester,UK,2024,12,2,153,1,3.85,,0,38.3
858,8,Chicago,USA,2025,2,3,128,0,4.56,3.0,1,15.7
859,15,Manchester,UK,2025,3,15,1384,2,42.27,3.5,4,33.3
860,1,Chennai,India,2025,3,11,1111,2,35.77,4.12,4,35.5
861,10,Sydney,Australia,2024,8,2,159,1,4.2,,0,36.5
862,18,Ahmedabad,India,2025,3,3,314,1,8.66,,0,33.3
863,10,Los Angeles,USA,2025,1,4,264,0,9.47,,0,18.8
864,14,Ahmedabad,India,2025,1,5,503,0,14.99,4.0,1,25.2
865,4,London,UK,2025,4,14,1015,1,29.47,4.0,1,27.9
866,22,Melbourne,Australia,2024,12,3,254,1,9.69,3.5,2,32.4
867,6,Los Angeles,USA,2025,3,11,491,1,13.39,3.0,3,21.2
868,16,Los Angeles,USA,2024,11,3,255,1,7.03,3.5,1,37.2
869,14,Delhi,India,2025,4,3,354,1,7.76,3.75,2,38.4
870,6,Hyderabad,India,2025,4,6,262,1,9.73,3.33,3,21.2
871,20,Delhi,India,2024,8,3,107,0,4.83,2.75,2,12.8
872,11,Bengaluru,India,2025,2,19,1809,2,60.77,4.08,6,33.2
873,18,Chennai,India,2025,1,5,457,0,13.53,4.75,2,21.3
874,22,Kolkata,India,2025,2,4,355,1,10.39,3.83,3,31.3
875,21,Houston,USA,2025,3,8,974,1,19.2,4.0,2,30.5
876,6,Delhi,India,2025,3,15,712,3,19.55,2.8,10,27.0
877,10,Nairobi,Kenya,2025,4,2,188,1,4.4,2.5,1,40.3
878,5,Sydney,Australia,2024,12,4,342,1,9.88,3.0,1,30.1
879,2,Dubai,UAE,2024,11,3,313,0,8.43,4.5,1,24.9
880,8,Los Angeles,USA,2025,2,5,192,1,8.4,3.5,3,21.1
881,1,Kolkata,India,2025,3,20,2076,2,58.92,4.3,5,37.4
882,11,Ahmedabad,India,2025,3,11,959,2,37.12,4.25,4,30.4
883,22,Pune,India,2024,11,2,219,0,6.36,3.0,1,28.2
884,22,Kolkata,India,2025,4,7,604,2,16.81,3.88,4,32.9
885,20,New York,USA,2024,8,5,271,1,7.25,,0,25.7
886,3,Pune,India,2025,2,7,695,1,15.7,5.0,2,27.6
887,25,Ahmedabad,India,2025,4,3,330,0,11.37,,0,25.6
888,16,Sydney,Australia,2025,4,4,272,1,8.32,,0,29.9
889,1,Toronto,Canada,2025,4,12,1202,2,37.6,4.9,5,35.3
890,22,Chennai,India,2024,12,6,524,1,18.59,3.5,4,29.2
891,5,New York,USA,2024,12,2,166,1,6.41,,0,36.2
892,18,Nairobi,Kenya,2024,10,2,209,0,6.23,3.5,1,22.9
893,20,Delhi,India,2024,10,5,243,3,6.1,2.75,2,35.8
894,5,Hyderabad,India,2025,1,4,320,0,13.1,3.83,3,21.3
895,22,Kolkata,India,2025,3,6,540,0,17.91,3.5,3,24.9
896,22,Ahmedabad,India,2025,1,4,345,1,11.95,3.75,2,30.7
897,6,Chicago,USA,2025,4,8,344,0,13.88,3.38,4,16.8
898,23,Manchester,UK,2025,4,5,440,2,10.99,4.0,3,38.0
899,12,Los Angeles,USA,2024,11,11,862,0,20.31,4.4,5,27.4
900,20,Mumbai,India,2024,10,3,117,0,3.67,1.75,2,13.9
901,10,Mumbai,India,2024,10,5,438,0,14.03,3.75,2,24.9
902,25,Bengaluru,India,2025,2,2,193,0,6.1,4.0,1,22.2
903,23,Hyderabad,India,2025,2,11,885,3,34.14,4.0,2,34.5
904,18,New York,USA,2024,10,3,321,0,9.2,3.5,1,23.8
905,4,London,UK,2025,3,14,1069,5,35.69,3.12,4,37.5
906,2,Manchester,UK,2024,9,3,328,0,8.65,,0,26.0
907,3,Los Angeles,USA,2025,2,11,1209,1,34.0,4.5,4,29.9
908,25,New York,USA,2025,1,4,460,2,14.43,4.0,1,42.2
909,10,Manchester,UK,2024,11,2,201,0,4.9,3.5,1,27.0
910,3,London,UK,2025,4,5,538,2,12.89,4.5,1,36.3
911,21,Manchester,UK,2025,3,4,470,1,12.26,4.33,3,31.8
912,13,Melbourne,Australia,2025,3,8,768,0,30.1,4.3,5,23.8
913,22,Bengaluru,India,2025,4,5,531,0,14.74,4.0,1,28.6
914,2,London,UK,2024,8,2,207,0,6.35,5.0,1,24.3
915,10,Delhi,India,2025,4,4,329,0,10.28,4.5,2,23.1
916,11,Sydney,Australia,2025,3,9,849,3,23.36,3.4,5,35.9
917,22,Dubai,UAE,2024,12,3,270,1,10.17,4.25,2,33.7
918,24,Houston,USA,2025,1,3,255,0,6.2,3.5,1,25.5
919,2,Hyderabad,India,2024,11,3,237,0,8.69,4.0,1,19.2
920,18,Dubai,UAE,2025,3,3,354,0,8.27,4.0,2,26.1
921,1,Chicago,USA,2025,3,15,1580,1,42.3,4.29,7,34.8
922,2,Singapore,Singapore,2025,1,3,331,2,7.69,4.0,2,46.3
923,2,Delhi,India,2024,8,4,421,0,13.37,4.5,1,25.5
924,5,Bengaluru,India,2024,12,6,510,0,17.66,4.0,1,23.3
925,25,Sydney,Australia,2025,3,3,328,1,10.25,,0,35.5
926,20,Dubai,UAE,2024,9,2,34,1,3.48,3.5,2,21.3
927,5,Houston,USA,2025,2,5,389,0,13.52,4.0,2,21.1
928,2,Los Angeles,USA,2024,11,6,513,2,21.16,4.3,5,31.8
929,17,Singapore,Singapore,2025,4,3,214,1,4.49,4.5,1,36.4
930,12,Chicago,USA,2025,1,4,316,1,8.28,3.75,4,32.3
931,16,Bengaluru,India,2024,12,5,366,0,9.15,4.0,2,24.4
932,14,Pune,India,2024,7,4,336,2,14.18,3.0,2,36.0
933,14,Los Angeles,USA,2024,10,3,314,1,9.26,,0,35.4
934,24,Toronto,Canada,2025,4,6,469,0,12.38,3.5,3,24.7
935,25,New York,USA,2024,12,3,361,1,9.71,4.0,2,37.9
936,18,Hyderabad,India,2024,12,5,481,2,15.66,4.0,2,34.3
937,3,Ahmedabad,India,2025,2,7,714,1,23.23,4.25,2,28.2
938,25,Los Angeles,USA,2024,11,8,834,1,26.93,4.75,4,30.1
939,2,Singapore,Singapore,2024,11,3,321,1,9.15,4.5,1,35.5
940,1,Hyderabad,India,2025,4,17,1721,3,62.64,4.12,8,37.8
941,18,Houston,USA,2025,1,5,546,1,15.15,4.17,3,31.1
942,1,Nairobi,Kenya,2025,4,5,523,0,18.55,4.0,3,28.6
943,2,Mumbai,India,2024,9,10,1181,0,37.2,4.2,5,30.8
944,6,London,UK,2025,4,10,482,1,12.75,3.12,4,22.2
945,10,Nairobi,Kenya,2024,9,2,172,1,5.98,,0,38.2
946,24,Los Angeles,USA,2025,2,7,574,1,12.72,3.3,5,30.5
947,22,Manchester,UK,2024,11,3,256,1,8.03,4.25,2,32.5
948,11,Pune,India,2025,3,9,773,1,27.52,4.17,3,27.2
949,5,Bengaluru,India,2024,10,6,523,2,20.56,4.0,1,33.8
950,22,Delhi,India,2025,2,14,1275,2,41.64,3.75,4,32.7
951,7,Bengaluru,India,2025,1,13,556,0,16.37,2.25,6,19.5
952,23,Ahmedabad,India,2025,3,11,875,0,26.58,3.8,5,26.1
953,5,Bengaluru,India,2025,1,8,659,1,24.75,3.5,4,27.2
954,4,Houston,USA,2025,2,4,309,2,11.84,,0,38.1
955,17,Pune,India,2025,4,7,387,2,13.14,3.6,5,30.9
956,6,Sydney,Australia,2025,3,5,155,1,6.14,2.75,2,17.8
957,24,Nairobi,Kenya,2025,4,2,123,0,4.86,4.0,1,18.4
958,3,Manchester,UK,2025,1,5,608,0,16.65,3.75,2,27.2
959,23,Nairobi,Kenya,2025,3,4,290,1,9.26,4.5,1,28.9
960,18,Nairobi,Kenya,2025,4,2,164,0,4.95,4.5,1,18.1
961,11,London,UK,2025,2,10,911,4,25.26,3.5,3,37.5
962,10,Mumbai,India,2024,9,3,267,0,7.53,,0,24.4
963,16,Los Angeles,USA,2025,1,5,311,1,9.51,3.17,3,27.0
964,2,Bengaluru,India,2024,10,6,611,0,16.26,3.67,3,25.5
965,10,New York,USA,2024,12,5,408,0,13.39,4.75,2,23.3
966,25,Chicago,USA,2024,8,8,694,2,23.39,3.5,4,30.0
967,22,Singapore,Singapore,2025,1,3,287,0,10.22,,0,25.1
968,5,Delhi,India,2024,10,4,330,0,10.71,,0,21.9
969,10,Manchester,UK,2024,8,4,315,0,11.47,4.25,4,22.1
970,24,Houston,USA,2025,4,3,212,0,5.75,3.5,1,21.4
971,12,London,UK,2025,4,2,160,1,4.07,3.0,1,39.3
972,15,Ahmedabad,India,2025,3,11,1023,0,32.07,3.7,5,27.8
973,8,Los Angeles,USA,2025,3,10,510,2,12.02,2.25,6,27.4
974,21,Kolkata,India,2025,3,9,1093,2,27.85,4.5,2,33.8
975,18,Pune,India,2025,3,4,421,0,10.27,4.33,3,23.8
976,8,London,UK,2025,2,3,117,0,5.29,2.25,2,14.5
977,5,New York,USA,2025,3,4,418,0,13.6,4.5,2,27.3
978,22,Melbourne,Australia,2025,2,3,258,0,9.42,3.5,1,22.7
979,22,Los Angeles,USA,2025,4,5,371,1,16.43,3.75,2,26.6
980,5,Toronto,Canada,2024,11,2,180,0,5.88,3.25,2,22.9
981,2,Mumbai,India,2024,10,7,696,3,26.83,4.0,5,38.3
982,12,Delhi,India,2025,1,7,547,0,15.67,3.5,3,25.8
983,7,Pune,India,2024,12,6,286,1,9.92,1.5,1,23.3
984,20,Nairobi,Kenya,2024,8,2,141,0,2.63,3.0,1,23.8
985,18,Melbourne,Australia,2025,3,4,378,1,13.22,4.25,2,29.1
986,16,Chicago,USA,2025,1,3,212,0,6.56,4.0,2,22.8
987,2,Houston,USA,2024,9,3,290,1,8.97,3.75,2,33.2
988,5,Kolkata,India,2025,1,3,248,0,8.0,4.0,1,21.5
989,25,Kolkata,India,2024,10,4,452,2,13.16,3.5,3,41.7
990,14,Delhi,India,2025,3,5,404,1,16.82,4.5,1,26.6
991,18,Delhi,India,2024,10,11,1092,0,35.64,3.88,4,25.4
992,24,Ahmedabad,India,2024,12,3,294,1,7.12,3.0,1,39.2
993,24,Kolkata,India,2024,12,2,150,0,4.8,3.5,1,22.2
994,10,Bengaluru,India,2024,12,3,221,0,6.67,3.5,2,20.4
995,23,Kolkata,India,2025,3,7,548,2,15.57,3.67,3,32.7
996,7,Los Angeles,USA,2025,1,7,298,1,9.58,2.5,4,21.3
997,3,New York,USA,2025,4,7,709,0,22.45,4.25,2,23.8
998,2,Delhi,India,2024,10,13,1316,1,38.72,4.7,5,30.5
999,10,Toronto,Canada,2024,7,3,280,0,7.44,4.0,1,25.5
1000,23,Hyderabad,India,2025,4,15,1226,3,31.74,3.83,6,34.3
1001,1,Bengaluru,India,2025,2,21,2143,1,74.99,4.06,8,35.8
1002,7,Dubai,UAE,2024,12,3,132,0,4.17,2.5,2,15.9
1003,5,Nairobi,Kenya,2024,11,2,179,1,5.4,4.0,1,37.8
1004,3,Toronto,Canada,2025,1,5,470,1,11.65,4.5,2,27.4
1005,18,Delhi,India,2025,1,5,481,2,13.06,3.62,4,34.3
1006,18,Houston,USA,2024,10,5,526,1,13.79,4.88,4,30.2
1007,6,Toronto,Canada,2025,4,7,374,0,12.35,3.0,3,19.7
1008,17,Hyderabad,India,2025,4,3,169,0,4.53,4.33,3,21.1
1009,8,Pune,India,2025,3,4,122,0,4.82,2.25,2,12.0
1010,22,Hyderabad,India,2025,2,7,698,2,17.9,4.0,2,36.3
1011,3,Dubai,UAE,2025,3,2,233,0,4.77,,0,24.9
1012,16,Hyderabad,India,2025,3,5,358,0,11.41,4.0,1,23.9
1013,25,Ahmedabad,India,2024,9,3,279,0,11.23,4.0,2,21.9
1014,25,Los Angeles,USA,2024,8,3,307,1,10.42,,0,33.9
1015,22,Kolkata,India,2025,1,7,565,0,22.44,4.25,2,23.0
1016,15,Los Angeles,USA,2025,4,23,2018,4,50.07,3.93,7,36.5
1017,10,Chennai,India,2024,9,2,120,0,4.25,3.5,1,16.5
1018,21,Toronto,Canada,2025,3,7,774,2,18.92,4.33,3,32.8
1019,21,Bengaluru,India,2025,3,4,457,0,10.42,5.0,1,23.7
1020,2,Los Angeles,USA,2024,12,5,501,0,15.05,4.25,2,24.8
1021,4,Melbourne,Australia,2025,2,7,609,1,19.3,4.0,2,31.3
1022,3,Ahmedabad,India,2025,4,5,487,0,12.06,4.67,3,22.2
1023,10,Delhi,India,2024,11,8,690,1,23.26,3.67,3,29.4
1024,1,Dubai,UAE,2025,3,10,1024,4,28.37,4.5,5,42.0
1025,14,Mumbai,India,2025,2,6,691,0,14.53,4.0,1,29.0
1026,1,Pune,India,2025,1,19,2060,0,59.93,4.1,5,35.2
1027,24,Hyderabad,India,2025,3,3,200,1,5.33,4.5,1,30.2
1028,12,Mumbai,India,2024,12,4,295,0,8.2,3.5,1,23.3
1029,16,London,UK,2025,2,5,315,1,9.33,3.3,5,27.3
1030,18,Hyderabad,India,2024,11,8,857,1,18.72,5.0,1,29.6
1031,12,Mumbai,India,2025,2,5,383,0,11.93,3.67,3,24.5
1032,15,Mumbai,India,2025,3,32,2919,7,76.86,3.73,11,42.4
1033,21,Sydney,Australia,2025,3,2,224,0,4.77,4.0,1,22.5
1034,23,Los Angeles,USA,2025,2,9,699,2,21.45,3.0,2,31.4
1035,5,Pune,India,2024,9,3,268,0,8.85,,0,23.2
1036,18,Los Angeles,USA,2025,3,7,721,0,20.71,3.5,3,24.6
1037,16,Pune,India,2025,2,2,146,0,4.65,3.5,2,23.1
1038,23,New York,USA,2025,2,7,574,1,17.54,3.67,3,29.4
1039,10,Pune,India,2024,12,2,209,0,5.72,,0,28.1
1040,14,Mumbai,India,2025,1,4,388,2,9.71,,0,39.0
1041,22,Mumbai,India,2024,11,13,1022,4,38.05,3.67,3,34.1
1042,16,Delhi,India,2025,2,4,275,3,8.21,4.0,1,45.1
1043,24,Delhi,India,2024,12,4,289,0,7.57,3.5,2,22.2
1044,2,Houston,USA,2025,1,4,313,0,10.31,4.5,1,19.4
1045,25,Pune,India,2024,11,4,309,1,13.64,,0,26.3
1046,22,Pune,India,2025,1,6,522,0,14.44,3.0,2,24.1
1047,3,Melbourne,Australia,2025,4,2,204,0,6.19,4.0,2,21.9
1048,3,Houston,USA,2025,1,7,800,1,20.13,5.0,2,30.7
1049,10,Los Angeles,USA,2024,10,2,201,1,5.39,3.5,1,42.0
1050,6,Pune,India,2025,4,9,459,1,16.02,2.88,4,23.0
1051,14,Chicago,USA,2024,9,3,350,0,8.33,3.75,2,28.1
1052,24,New York,USA,2025,2,5,438,1,12.97,3.67,3,33.0
1053,2,New York,USA,2025,4,2,176,0,6.32,4.25,2,20.8
1054,22,Sydney,Australia,2025,4,2,175,1,4.83,3.5,1,37.7
1055,5,Mumbai,India,2025,1,5,488,3,15.79,4.5,2,44.0
1056,16,Houston,USA,2024,12,4,263,0,8.55,3.75,2,21.7
1057,24,Mumbai,India,2025,2,5,416,0,10.02,4.5,1,25.8
1058,12,Chennai,India,2024,12,4,266,1,9.29,3.25,2,28.7
1059,18,Toronto,Canada,2025,3,3,305,0,7.47,,0,22.7
1060,17,Los Angeles,USA,2025,1,2,101,1,2.93,,0,33.6
1061,5,Chennai,India,2024,12,5,520,1,17.69,4.0,2,33.6
1062,20,Pune,India,2024,9,6,318,1,7.67,2.4,5,24.7
1063,20,Singapore,Singapore,2024,8,3,135,0,4.78,,0,15.9
1064,5,Sydney,Australia,2025,1,4,384,1,12.4,,0,32.7
1065,8,Melbourne,Australia,2025,1,3,88,0,4.61,2.75,2,11.2
1066,23,Toronto,Canada,2025,2,6,463,0,13.92,,0,23.4
1067,21,Hyderabad,India,2025,3,3,327,0,8.83,4.0,1,22.3
1068,10,Mumbai,India,2025,1,9,698,2,26.86,3.5,4,30.5
1069,18,Houston,USA,2025,2,4,413,0,9.81,4.33,3,23.4
1070,14,Los Angeles,USA,2025,1,3,321,1,7.43,3.5,2,35.9
1071,8,Chicago,USA,2025,3,8,438,1,13.18,2.3,5,25.6
1072,23,Ahmedabad,India,2025,2,6,461,1,13.98,3.67,3,28.4
1073,24,Manchester,UK,2025,2,3,252,1,5.53,3.0,1,35.2
1074,2,Bengaluru,India,2024,9,4,379,1,11.25,4.2,5,30.6
1075,4,Pune,India,2025,3,8,633,0,21.53,3.5,4,25.2
1076,16,Pune,India,2025,4,5,314,1,12.7,2.5,2,27.2
1077,4,Ahmedabad,India,2025,3,8,583,2,17.06,4.33,3,30.9
1078,3,Chennai,India,2024,11,3,300,0,9.43,,0,21.9
1079,3,Houston,USA,2025,3,7,792,0,17.44,4.5,1,26.2
1080,6,Chicago,USA,2025,3,9,521,1,13.45,3.17,3,25.2
1081,17,Mumbai,India,2025,2,5,346,0,10.07,5.0,2,26.4
1082,23,Singapore,Singapore,2025,3,5,410,0,14.77,4.5,1,24.4
1083,3,Nairobi,Kenya,2025,4,3,347,0,8.07,4.75,2,25.1
1084,22,Chennai,India,2025,2,4,368,1,14.17,3.5,1,32.1
1085,22,Chicago,USA,2024,11,8,724,1,23.71,4.0,2,29.6
1086,22,Dubai,UAE,2024,11,4,282,1,12.57,3.5,1,26.7
1087,23,Melbourne,Australia,2025,3,5,357,1,10.98,3.67,3,27.5
1088,3,Houston,USA,2025,4,2,237,0,5.35,4.5,2,25.3
1089,16,Hyderabad,India,2025,1,4,290,1,10.14,3.0,1,31.3
1090,11,Hyderabad,India,2025,4,8,752,1,24.16,5.0,1,29.2
1091,18,Delhi,India,2024,11,7,776,2,21.69,3.67,3,34.8
1092,18,New York,USA,2025,4,4,466,0,11.81,4.0,2,26.2
1093,12,Manchester,UK,2025,1,2,146,0,5.23,4.0,1,22.3
1094,24,Ahmedabad,India,2025,2,8,604,1,17.98,2.5,1,28.5
1095,3,Bengaluru,India,2025,2,11,1233,2,30.31,4.5,3,33.0
1096,3,Hyderabad,India,2025,2,4,426,1,12.36,3.75,2,31.1
1097,22,Houston,USA,2025,3,4,334,2,9.67,4.0,2,37.5
1098,23,Pune,India,2025,4,17,1327,3,48.48,3.8,5,33.4
1099,14,Los Angeles,USA,2025,2,2,165,0,6.35,3.5,1,19.8
1100,17,Kolkata,India,2025,3,3,197,2,4.53,3.5,2,44.4
1101,16,New York,USA,2025,4,3,194,0,5.47,4.0,2,21.0
1102,12,New York,USA,2025,1,6,449,1,12.9,4.25,2,29.4
1103,18,Dubai,UAE,2025,2,2,199,1,5.47,,0,36.8
1104,5,Manchester,UK,2025,4,4,364,0,11.6,3.75,2,24.0
1105,18,New York,USA,2025,2,6,648,0,13.82,4.0,3,25.2
1106,16,Pune,India,2025,3,3,206,0,5.37,4.5,1,22.2
1107,20,Chicago,USA,2024,9,2,85,2,2.52,2.0,1,44.7
1108,5,Dubai,UAE,2024,12,2,139,0,5.63,4.0,1,17.9
1109,18,Pune,India,2025,4,7,686,1,19.4,4.33,3,27.8
1110,4,Dubai,UAE,2025,4,6,534,1,17.58,4.5,1,32.1
1111,25,Kolkata,India,2024,12,3,284,0,7.76,,0,22.2
1112,21,Ahmedabad,India,2025,3,8,1003,0,23.14,4.75,4,27.5
1113,11,New York,USA,2025,4,8,646,0,22.49,4.0,2,22.3
1114,24,Toronto,Canada,2025,2,7,555,2,17.55,3.5,4,34.0
1115,16,Los Angeles,USA,2024,12,3,213,0,6.63,3.75,2,22.9
1116,18,Houston,USA,2025,4,2,197,0,4.75,4.0,1,21.6
1117,19,Melbourne,Australia,2025,4,29,2815,5,99.62,3.83,12,40.1
1118,2,Mumbai,India,2025,2,8,798,1,23.81,4.0,4,29.6
1119,5,Bengaluru,India,2024,11,5,456,1,12.28,3.0,2,30.4
1120,25,London,UK,2024,7,3,321,0,10.02,3.5,1,25.0
1121,18,New York,USA,2025,1,6,642,0,19.41,3.67,3,25.0
1122,3,Hyderabad,India,2025,4,6,680,2,16.29,4.33,3,35.8
1123,6,London,UK,2025,3,9,444,0,11.83,2.62,4,19.2
