activity_id,viewer_id,movie_id,watch_date,watch_duration_minutes,completion_rate,device,platform,rewatched
8493,536,23,2025-04-06,91,0.83,Smart TV,Web,False
8494,954,8,2025-02-01,51,0.59,Mobile,iOS,True
8495,423,1,2025-03-08,88,0.75,Smart TV,Web,False
8496,1118,10,2024-11-26,87,0.76,Smart TV,iOS,False
8497,1001,12,2024-12-08,61,0.6,Smart TV,Android,True
8498,531,11,2025-02-16,83,0.66,Smart TV,Android,False
8499,425,21,2025-04-12,46,0.3,Smart TV,Android,True
8500,584,23,2025-04-04,52,0.48,Tablet,Android,False
8501,759,1,2025-04-16,95,0.81,Smart TV,Android,False
8502,1145,13,2025-04-13,121,0.87,Mobile,Web,False
8503,1083,13,2025-03-19,137,0.98,Smart TV,iOS,False
8504,367,13,2025-04-18,77,0.55,Mobile,Web,False
8505,952,1,2025-01-18,96,0.82,Smart TV,TV App,False
8506,467,4,2025-03-14,82,0.76,Smart TV,Android,False
8507,521,3,2025-03-26,101,0.7,Tablet,TV App,True
8508,296,2,2025-03-23,126,0.96,Mobile,Web,False
8509,1003,22,2025-02-24,63,0.53,Mobile,Android,False
8510,314,19,2025-04-29,102,0.82,Laptop,Web,True
8511,229,2,2025-03-04,132,1.0,Laptop,Android,False
8512,1026,21,2025-04-26,127,0.82,Mobile,iOS,True
8513,208,11,2025-04-07,90,0.71,Mobile,iOS,False
8514,1025,9,2025-04-05,125,0.91,Smart TV,Web,False
8515,904,1,2025-02-25,92,0.78,Laptop,Web,False
8516,1059,1,2025-04-30,102,0.87,Smart TV,TV App,False
8517,878,9,2025-04-20,91,0.66,Tablet,Web,True
8518,7,2,2025-01-30,95,0.72,Smart TV,TV App,False
8519,194,23,2025-04-10,88,0.8,Laptop,iOS,False
8520,864,3,2024-12-09,136,0.94,Mobile,iOS,False
8521,105,6,2025-04-20,45,0.48,Laptop,Android,True
8522,758,18,2024-10-23,100,0.71,Smart TV,Web,True
8523,985,19,2025-04-17,96,0.77,Mobile,Web,False
8524,477,2,2025-01-15,83,0.63,Mobile,Web,False
8525,765,4,2025-02-14,97,0.9,Mobile,Android,False
8526,321,13,2025-04-24,128,0.92,Laptop,iOS,False
8527,23,2,2024-11-02,87,0.66,Mobile,Android,False
8528,194,22,2025-03-21,82,0.69,Smart TV,Web,True
8529,1047,18,2024-10-03,86,0.61,Laptop,TV App,False
8530,1092,25,2024-12-09,113,0.84,Laptop,iOS,False
8531,199,14,2024-06-23,117,0.9,Mobile,Web,False
8532,963,1,2025-01-16,107,0.91,Laptop,iOS,True
8533,158,7,2025-01-08,21,0.24,Laptop,iOS,False
8534,1061,11,2025-02-28,76,0.6,Smart TV,TV App,False
8535,286,4,2025-02-23,75,0.7,Tablet,TV App,False
8536,37,15,2025-04-30,91,0.77,Laptop,TV App,False
8537,360,11,2025-02-12,77,0.61,Mobile,iOS,False
8538,906,13,2025-03-18,133,0.95,Tablet,iOS,False
8539,288,15,2025-04-25,95,0.8,Mobile,iOS,True
8540,295,13,2025-04-16,106,0.76,Smart TV,iOS,False
8541,1142,5,2025-02-26,87,0.72,Smart TV,Android,False
8542,445,15,2025-04-03,76,0.64,Laptop,TV App,False
8543,318,4,2025-03-30,76,0.71,Mobile,TV App,False
8544,640,5,2025-03-11,118,0.97,Tablet,Web,False
8545,771,11,2025-02-23,96,0.76,Smart TV,Android,False
8546,1165,2,2024-08-27,87,0.66,Mobile,TV App,False
8547,493,12,2025-03-21,59,0.58,Mobile,Web,False
8548,554,1,2025-01-18,87,0.74,Laptop,iOS,False
8549,369,9,2025-04-18,81,0.59,Mobile,iOS,False
8550,145,4,2025-04-29,59,0.55,Laptop,TV App,False
8551,365,13,2025-04-25,77,0.55,Mobile,TV App,False
8552,560,9,2025-04-27,106,0.77,Desktop,TV App,False
8553,848,10,2024-08-28,92,0.8,Mobile,Android,False
8554,116,14,2025-01-17,118,0.91,Smart TV,Android,True
8555,969,14,2024-10-15,102,0.79,Smart TV,Android,False
8556,135,21,2025-04-13,108,0.7,Laptop,Android,False
8557,1199,24,2025-02-20,76,0.73,Smart TV,Web,False
8558,259,16,2024-12-13,67,0.69,Smart TV,iOS,False
8559,58,2,2025-01-27,104,0.79,Laptop,iOS,False
8560,501,25,2025-04-17,99,0.74,Mobile,iOS,False
8561,341,2,2025-02-03,113,0.86,Smart TV,Web,False
8562,619,23,2025-04-22,100,0.91,Mobile,Android,False
8563,926,1,2025-04-03,99,0.84,Mobile,Android,False
8564,65,24,2025-03-24,61,0.59,Smart TV,Android,False
8565,371,6,2025-03-22,53,0.56,Mobile,Android,False
8566,422,16,2025-03-02,78,0.8,Mobile,Web,False
8567,991,11,2025-01-31,92,0.73,Desktop,iOS,False
8568,984,3,2025-02-25,78,0.54,Laptop,iOS,False
8569,942,22,2024-12-25,92,0.77,Laptop,iOS,True
8570,919,15,2025-04-12,109,0.92,Smart TV,TV App,True
8571,714,8,2025-03-28,56,0.64,Smart TV,Web,False
8572,152,1,2025-01-24,109,0.93,Mobile,Web,False
8573,1115,18,2025-02-22,96,0.68,Smart TV,Android,True
8574,943,13,2025-04-04,134,0.96,Mobile,Web,True
8575,768,9,2025-04-26,82,0.6,Smart TV,Web,False
8576,636,14,2024-07-17,105,0.81,Smart TV,Android,False
8577,1004,19,2025-04-15,70,0.56,Mobile,Web,True
8578,241,13,2025-04-29,123,0.88,Desktop,Web,False
8579,59,14,2024-08-16,74,0.57,Mobile,iOS,False
8580,145,1,2025-01-27,112,0.95,Smart TV,Android,False
8581,201,20,2024-09-08,52,0.57,Laptop,Web,False
8582,256,11,2025-04-27,104,0.82,Smart TV,iOS,False
8583,142,4,2025-04-16,83,0.77,Smart TV,TV App,False
8584,1005,21,2025-04-01,99,0.64,Smart TV,Web,False
8585,456,16,2025-03-10,91,0.93,Mobile,Web,False
8586,265,6,2025-04-18,62,0.66,Mobile,iOS,False
8587,214,5,2024-10-28,91,0.75,Tablet,iOS,False
8588,117,18,2025-01-29,126,0.89,Tablet,Web,False
8589,150,1,2025-04-09,97,0.83,Tablet,TV App,False
8590,1068,13,2025-04-18,85,0.61,Desktop,Web,False
8591,1176,22,2025-03-30,81,0.68,Smart TV,Web,False
8592,1015,9,2025-04-30,113,0.82,Smart TV,Android,False
8593,782,3,2024-12-27,97,0.67,Smart TV,Web,False
8594,771,20,2024-09-03,39,0.43,Laptop,iOS,False
8595,133,9,2025-04-30,103,0.75,Mobile,Web,False
8596,684,4,2025-03-26,73,0.68,Laptop,Android,False
8597,476,7,2024-12-30,50,0.56,Smart TV,TV App,False
8598,637,6,2025-04-05,31,0.33,Mobile,Web,False
8599,566,1,2025-03-20,115,0.98,Laptop,iOS,False
8600,906,15,2025-04-05,95,0.8,Laptop,iOS,False
8601,814,1,2025-03-16,112,0.95,Laptop,iOS,False
8602,691,25,2025-01-06,118,0.88,Mobile,Web,False
8603,661,25,2025-03-07,97,0.72,Mobile,Web,False
8604,4,16,2024-11-15,62,0.64,Smart TV,Android,False
8605,1168,1,2025-01-25,118,1.0,Desktop,iOS,False
8606,315,1,2025-01-27,94,0.8,Laptop,Android,False
8607,911,4,2025-02-26,78,0.73,Laptop,iOS,False
8608,1114,13,2025-03-22,106,0.76,Smart TV,Android,False
8609,1080,10,2024-10-31,82,0.72,Mobile,Web,False
8610,583,11,2025-04-21,80,0.63,Mobile,Android,False
8611,1025,13,2025-04-05,100,0.72,Laptop,Web,False
8612,706,10,2025-01-09,86,0.75,Smart TV,Android,False
8613,1141,11,2025-03-24,105,0.83,Mobile,Android,False
8614,906,19,2025-04-14,90,0.72,Smart TV,iOS,False
8615,418,13,2025-03-26,109,0.78,Smart TV,Android,False
8616,254,21,2025-04-16,134,0.87,Smart TV,iOS,False
8617,601,23,2025-04-10,92,0.84,Laptop,Android,False
8618,251,21,2025-04-14,133,0.86,Tablet,iOS,False
8619,323,24,2025-04-23,82,0.79,Smart TV,iOS,False
8620,30,19,2025-04-15,93,0.75,Laptop,iOS,False
8621,1133,22,2024-12-20,106,0.89,Smart TV,Android,True
8622,1081,2,2024-09-05,120,0.91,Smart TV,Android,True
8623,1118,22,2025-04-05,99,0.83,Mobile,iOS,False
8624,494,21,2025-04-22,94,0.61,Mobile,Android,False
8625,324,11,2025-02-22,127,1.0,Smart TV,Web,False
8626,792,1,2025-01-31,101,0.86,Mobile,Android,False
8627,78,15,2025-04-20,114,0.96,Smart TV,Android,False
8628,1020,13,2025-03-31,113,0.81,Mobile,Web,False
8629,601,4,2025-02-27,95,0.88,Mobile,TV App,False
8630,153,19,2025-04-30,116,0.93,Mobile,Web,True
8631,942,2,2024-10-12,85,0.65,Mobile,iOS,False
8632,95,13,2025-04-16,128,0.92,Tablet,Web,False
8633,531,13,2025-03-26,98,0.7,Tablet,Android,False
8634,306,13,2025-03-29,88,0.63,Desktop,Web,False
8635,939,4,2025-04-10,92,0.86,Smart TV,Web,False
8636,82,8,2025-03-05,25,0.29,Desktop,iOS,False
8637,1163,21,2025-03-30,111,0.72,Tablet,iOS,False
8638,690,22,2025-04-24,120,1.0,Mobile,Web,False
8639,126,11,2025-02-07,86,0.68,Tablet,Web,False
8640,310,1,2025-01-30,118,1.0,Smart TV,TV App,False
8641,948,4,2025-03-02,95,0.88,Smart TV,Android,False
8642,519,12,2025-02-16,74,0.73,Desktop,Web,False
8643,275,11,2025-03-13,97,0.77,Mobile,iOS,False
8644,738,6,2025-03-06,40,0.43,Mobile,iOS,False
8645,437,11,2025-04-06,101,0.8,Desktop,Android,True
8646,117,5,2025-03-14,122,1.0,Laptop,TV App,False
8647,843,19,2025-04-13,96,0.77,Mobile,Android,False
8648,983,13,2025-04-18,93,0.67,Laptop,Web,False
8649,903,9,2025-04-26,97,0.71,Smart TV,Android,False
8650,39,15,2025-04-18,55,0.47,Desktop,iOS,False
8651,168,25,2024-07-09,76,0.57,Laptop,TV App,False
8652,842,9,2025-04-18,92,0.67,Mobile,Android,False
8653,884,21,2025-04-04,120,0.78,Tablet,Web,False
8654,840,21,2025-04-11,137,0.89,Mobile,Web,False
8655,56,9,2025-04-26,138,1.0,Mobile,Android,False
8656,729,5,2025-02-11,122,1.0,Desktop,TV App,False
8657,940,21,2025-03-25,108,0.7,Laptop,iOS,False
8658,790,19,2025-04-30,67,0.54,Smart TV,iOS,False
8659,486,15,2025-04-29,90,0.76,Mobile,Web,False
8660,1029,15,2025-02-28,78,0.66,Smart TV,Web,False
8661,364,9,2025-04-24,103,0.75,Tablet,Android,False
8662,314,9,2025-04-14,106,0.77,Smart TV,iOS,False
8663,959,8,2025-03-25,47,0.54,Smart TV,Web,False
8664,704,17,2025-02-13,65,0.77,Smart TV,Android,False
8665,688,3,2025-01-30,131,0.91,Tablet,Android,False
8666,1165,2,2024-08-17,79,0.6,Smart TV,TV App,False
8667,997,21,2025-03-30,133,0.86,Smart TV,Web,False
8668,1058,11,2025-04-06,109,0.86,Smart TV,Web,False
8669,216,15,2025-03-18,110,0.93,Smart TV,TV App,False
8670,262,10,2024-11-30,106,0.93,Mobile,Web,True
8671,471,25,2024-10-18,103,0.77,Mobile,iOS,False
8672,216,21,2025-04-09,136,0.88,Smart TV,iOS,True
8673,306,22,2025-02-19,100,0.84,Smart TV,iOS,False
8674,703,21,2025-04-19,125,0.81,Mobile,iOS,False
8675,717,21,2025-04-03,111,0.72,Smart TV,Web,True
8676,558,20,2024-09-14,35,0.39,Desktop,iOS,False
8677,81,25,2024-07-19,98,0.73,Laptop,iOS,False
8678,673,21,2025-04-14,116,0.75,Tablet,Web,False
8679,226,15,2025-04-06,52,0.44,Smart TV,Web,False
8680,986,19,2025-04-16,87,0.7,Smart TV,Android,False
8681,785,23,2025-03-04,83,0.76,Smart TV,Android,False
8682,1008,23,2025-04-17,90,0.82,Mobile,Android,False
8683,1124,12,2024-11-01,89,0.88,Tablet,TV App,False
8684,355,21,2025-04-23,111,0.72,Smart TV,TV App,False
8685,760,2,2024-10-25,117,0.89,Smart TV,Android,False
8686,996,1,2025-01-16,109,0.93,Smart TV,Android,False
8687,309,14,2025-03-05,85,0.66,Laptop,iOS,False
8688,130,1,2025-03-14,88,0.75,Laptop,Android,True
8689,56,1,2025-04-19,95,0.81,Smart TV,Web,False
8690,355,19,2025-04-21,75,0.6,Smart TV,Web,False
8691,968,9,2025-04-11,71,0.52,Desktop,Android,False
8692,1187,1,2025-04-30,112,0.95,Laptop,Android,False
8693,937,5,2024-12-06,93,0.77,Laptop,TV App,False
8694,563,25,2024-08-27,78,0.58,Smart TV,iOS,True
8695,511,14,2025-02-07,118,0.91,Mobile,Android,False
8696,793,24,2025-03-02,65,0.62,Smart TV,iOS,True
8697,180,13,2025-03-26,137,0.98,Smart TV,Web,False
8698,681,22,2025-03-07,91,0.76,Laptop,Android,False
8699,386,25,2024-07-19,87,0.65,Mobile,TV App,False
8700,34,2,2024-09-27,76,0.58,Smart TV,Web,False
8701,344,16,2024-11-08,46,0.47,Laptop,iOS,False
8702,929,13,2025-04-07,131,0.94,Mobile,Android,False
8703,1114,9,2025-04-30,100,0.73,Smart TV,iOS,False
8704,797,24,2025-02-02,68,0.65,Smart TV,iOS,False
8705,175,5,2025-04-19,98,0.81,Smart TV,TV App,False
8706,214,13,2025-04-05,98,0.7,Mobile,iOS,False
8707,453,9,2025-04-09,97,0.71,Smart TV,Android,True
8708,1035,2,2025-02-23,84,0.64,Smart TV,Web,False
8709,968,13,2025-04-23,128,0.92,Smart TV,TV App,False
8710,1117,15,2025-03-03,80,0.68,Smart TV,Web,False
8711,434,13,2025-03-21,100,0.72,Laptop,Web,False
8712,672,2,2025-01-31,93,0.71,Smart TV,iOS,False
8713,4,9,2025-04-22,124,0.9,Laptop,iOS,False
8714,1034,21,2025-04-22,124,0.8,Desktop,Android,False
8715,422,1,2025-03-24,112,0.95,Smart TV,iOS,False
8716,976,21,2025-03-27,86,0.56,Laptop,Web,False
8717,371,2,2025-02-22,121,0.92,Smart TV,Android,False
8718,688,1,2025-01-26,115,0.98,Mobile,TV App,False
8719,707,22,2024-11-24,74,0.62,Smart TV,Android,False
8720,25,1,2025-01-21,96,0.82,Laptop,TV App,False
8721,395,1,2025-01-24,96,0.82,Mobile,TV App,False
8722,435,25,2024-12-19,112,0.83,Smart TV,iOS,False
8723,627,18,2024-10-08,80,0.57,Laptop,iOS,True
8724,759,11,2025-02-02,93,0.74,Smart TV,Android,False
8725,771,5,2024-10-31,70,0.58,Mobile,iOS,False
8726,371,22,2025-01-22,120,1.0,Laptop,Web,False
8727,857,24,2024-12-30,94,0.9,Smart TV,iOS,False
8728,439,4,2025-03-26,98,0.91,Mobile,TV App,False
8729,374,7,2025-01-13,27,0.3,Smart TV,iOS,False
8730,573,1,2025-01-31,118,1.0,Tablet,iOS,True
8731,442,16,2025-01-01,67,0.69,Tablet,Web,True
8732,917,24,2025-01-28,72,0.69,Mobile,iOS,False
8733,952,1,2025-01-15,106,0.9,Smart TV,Android,False
8734,889,14,2025-02-04,92,0.71,Smart TV,Web,False
8735,170,4,2025-04-11,100,0.93,Smart TV,iOS,True
8736,923,24,2025-04-08,74,0.71,Smart TV,iOS,False
8737,953,25,2024-11-30,89,0.66,Mobile,TV App,False
8738,877,3,2025-03-27,127,0.88,Laptop,Android,False
8739,1177,19,2025-04-14,100,0.8,Smart TV,Web,False
8740,512,23,2025-03-27,95,0.87,Mobile,iOS,True
8741,91,22,2025-03-03,87,0.73,Tablet,Android,False
8742,807,10,2024-09-21,101,0.88,Smart TV,Android,True
8743,735,22,2025-04-19,81,0.68,Smart TV,Android,False
8744,368,19,2025-04-26,98,0.79,Mobile,Android,False
8745,535,11,2025-02-26,105,0.83,Desktop,Web,False
8746,214,21,2025-03-29,103,0.67,Mobile,iOS,False
8747,310,25,2024-08-02,122,0.91,Smart TV,iOS,False
8748,570,19,2025-04-24,103,0.83,Smart TV,Web,False
8749,1192,13,2025-03-31,100,0.72,Tablet,Web,False
8750,537,23,2025-04-15,57,0.52,Tablet,iOS,False
8751,555,12,2025-03-22,94,0.93,Mobile,iOS,False
8752,1053,1,2025-02-17,106,0.9,Smart TV,iOS,False
8753,791,1,2025-01-16,93,0.79,Laptop,Web,True
8754,1166,21,2025-03-31,116,0.75,Laptop,Android,False
8755,1035,22,2024-11-10,88,0.74,Laptop,TV App,True
8756,894,17,2025-02-24,70,0.83,Smart TV,Web,False
8757,684,10,2024-11-07,65,0.57,Smart TV,Android,False
8758,773,25,2024-09-20,105,0.78,Smart TV,iOS,False
8759,1029,7,2025-01-16,28,0.32,Laptop,Android,False
8760,862,8,2025-02-05,44,0.51,Mobile,iOS,True
8761,790,22,2025-03-21,92,0.77,Smart TV,TV App,False
8762,298,8,2025-02-26,36,0.41,Smart TV,Web,False
8763,118,2,2025-02-08,114,0.87,Smart TV,Web,False
8764,811,10,2025-03-05,46,0.4,Smart TV,TV App,True
8765,164,18,2024-10-14,109,0.77,Mobile,Android,False
8766,221,11,2025-02-14,109,0.86,Mobile,Android,False
8767,517,18,2025-03-06,100,0.71,Smart TV,Android,False
8768,896,9,2025-04-18,120,0.87,Tablet,Android,False
8769,879,21,2025-04-01,122,0.79,Laptop,Android,False
8770,100,4,2025-04-26,54,0.5,Mobile,Web,False
8771,411,1,2025-01-24,101,0.86,Tablet,iOS,False
8772,383,15,2025-03-10,79,0.67,Smart TV,iOS,False
8773,829,13,2025-04-08,86,0.62,Smart TV,iOS,True
8774,1131,5,2024-10-25,82,0.68,Mobile,Web,False
8775,218,1,2025-04-24,82,0.7,Tablet,Web,False
8776,640,11,2025-03-05,81,0.64,Tablet,Web,False
8777,1200,15,2025-03-20,85,0.72,Smart TV,Web,False
8778,1191,19,2025-04-30,75,0.6,Desktop,Android,True
8779,426,21,2025-03-25,119,0.77,Smart TV,Web,False
8780,868,2,2024-12-01,81,0.62,Tablet,iOS,False
8781,971,19,2025-04-19,77,0.62,Desktop,Web,False
8782,1167,10,2025-03-30,78,0.68,Smart TV,Android,False
8783,61,20,2024-09-30,38,0.42,Mobile,Web,False
8784,842,5,2024-11-14,87,0.72,Smart TV,Web,False
8785,981,5,2025-02-18,79,0.65,Mobile,Android,True
8786,457,1,2025-02-19,96,0.82,Laptop,iOS,False
8787,96,3,2025-01-01,123,0.85,Laptop,Web,False
8788,608,23,2025-04-15,102,0.93,Mobile,Web,False
8789,682,5,2025-01-13,65,0.54,Mobile,TV App,False
8790,79,11,2025-03-10,88,0.7,Smart TV,TV App,False
8791,11,13,2025-03-18,109,0.78,Laptop,TV App,False
8792,325,1,2025-01-15,97,0.83,Smart TV,Android,False
8793,374,15,2025-04-22,89,0.75,Smart TV,Android,False
8794,798,23,2025-02-27,75,0.69,Laptop,iOS,True
8795,758,9,2025-04-06,120,0.87,Smart TV,iOS,False
8796,158,3,2025-02-27,72,0.5,Mobile,Web,False
8797,324,15,2025-04-17,63,0.53,Smart TV,Web,False
8798,481,9,2025-04-11,115,0.84,Laptop,iOS,False
8799,797,17,2025-01-20,60,0.71,Laptop,iOS,False
8800,755,21,2025-04-08,106,0.69,Mobile,iOS,False
8801,69,3,2025-03-04,92,0.64,Mobile,Web,False
8802,1099,1,2025-04-22,103,0.88,Mobile,iOS,False
8803,268,21,2025-04-08,120,0.78,Desktop,Web,False
8804,340,4,2025-03-02,87,0.81,Smart TV,Web,True
8805,760,15,2025-04-08,110,0.93,Laptop,Web,False
8806,706,23,2025-04-09,68,0.62,Smart TV,iOS,False
8807,906,9,2025-04-20,110,0.8,Desktop,Web,False
8808,144,16,2025-03-08,59,0.61,Mobile,TV App,False
8809,311,11,2025-02-19,93,0.74,Smart TV,Android,False
8810,638,21,2025-04-03,119,0.77,Mobile,Android,False
8811,1084,1,2025-01-16,93,0.79,Smart TV,iOS,False
8812,742,12,2024-12-27,83,0.82,Smart TV,Android,False
8813,520,4,2025-04-03,55,0.51,Laptop,Web,True
8814,610,13,2025-04-04,123,0.88,Laptop,Android,False
8815,762,1,2025-02-02,116,0.99,Mobile,Web,True
8816,803,1,2025-04-16,90,0.77,Smart TV,Android,False
8817,164,4,2025-04-21,88,0.82,Tablet,Android,False
8818,807,11,2025-03-26,113,0.89,Tablet,Web,False
8819,297,25,2025-02-01,103,0.77,Laptop,Android,False
8820,1062,4,2025-02-17,108,1.0,Smart TV,Web,False
8821,934,5,2025-03-07,93,0.77,Smart TV,iOS,False
8822,882,22,2025-03-12,102,0.85,Mobile,Web,False
8823,751,1,2025-01-20,112,0.95,Tablet,iOS,False
8824,167,1,2025-01-21,115,0.98,Smart TV,Web,False
8825,588,19,2025-04-28,85,0.68,Laptop,Web,True
8826,344,13,2025-03-28,77,0.55,Laptop,Android,False
8827,54,14,2025-03-23,96,0.74,Smart TV,Android,False
8828,1171,16,2025-02-16,88,0.9,Mobile,iOS,False
8829,896,25,2024-08-24,87,0.65,Mobile,iOS,False
8830,448,7,2025-01-29,70,0.78,Mobile,iOS,False
8831,212,13,2025-04-12,93,0.67,Desktop,Android,False
8832,1138,13,2025-03-28,91,0.65,Smart TV,Android,False
8833,334,15,2025-03-26,102,0.86,Laptop,Web,False
8834,261,6,2025-04-23,62,0.66,Smart TV,iOS,False
8835,208,22,2024-12-20,78,0.65,Smart TV,iOS,False
8836,75,9,2025-04-23,104,0.76,Mobile,Web,True
8837,401,14,2025-02-17,98,0.76,Smart TV,Web,False
8838,239,20,2024-10-04,57,0.62,Smart TV,Web,False
8839,671,8,2025-02-11,55,0.63,Tablet,iOS,False
8840,702,24,2025-03-24,78,0.75,Smart TV,iOS,True
8841,464,24,2025-04-27,71,0.68,Mobile,iOS,False
8842,236,19,2025-04-23,93,0.75,Mobile,TV App,False
8843,438,24,2025-04-22,85,0.81,Laptop,Web,False
8844,461,16,2025-04-12,84,0.86,Smart TV,Android,False
8845,781,19,2025-04-29,68,0.55,Smart TV,iOS,False
8846,71,1,2025-03-14,89,0.76,Tablet,Web,False
8847,711,19,2025-04-14,61,0.49,Mobile,Web,False
8848,1112,2,2025-04-14,76,0.58,Mobile,Android,False
8849,1067,19,2025-04-21,72,0.58,Mobile,TV App,False
8850,174,23,2025-02-20,86,0.79,Smart TV,iOS,True
8851,212,19,2025-04-25,98,0.79,Smart TV,Web,False
8852,309,25,2024-10-11,122,0.91,Smart TV,iOS,False
8853,1156,14,2025-02-08,114,0.88,Mobile,iOS,False
8854,129,23,2025-03-18,80,0.73,Smart TV,TV App,False
8855,283,22,2025-02-15,90,0.75,Desktop,TV App,False
8856,243,18,2024-10-10,102,0.72,Mobile,TV App,False
8857,424,17,2025-04-11,57,0.68,Laptop,Android,False
8858,992,13,2025-04-26,78,0.56,Smart TV,Android,False
8859,888,13,2025-04-04,105,0.75,Laptop,Web,True
8860,729,18,2025-01-02,106,0.75,Smart TV,TV App,False
8861,1195,5,2025-03-18,113,0.93,Mobile,iOS,False
8862,190,4,2025-03-30,56,0.52,Laptop,Web,False
8863,860,7,2025-01-20,45,0.51,Laptop,iOS,False
8864,150,18,2025-03-17,78,0.55,Laptop,Web,False
8865,191,19,2025-04-15,96,0.77,Mobile,Web,False
8866,235,12,2025-01-21,68,0.67,Mobile,TV App,False
8867,195,4,2025-04-17,105,0.98,Mobile,Web,True
8868,875,2,2024-09-14,91,0.69,Laptop,Web,False
8869,925,4,2025-03-28,89,0.83,Tablet,TV App,True
8870,154,3,2025-04-24,113,0.78,Laptop,iOS,False
8871,629,21,2025-04-27,83,0.54,Smart TV,TV App,False
8872,657,18,2024-10-01,113,0.8,Mobile,Web,False
8873,1079,18,2024-11-14,80,0.57,Mobile,Web,False
8874,54,2,2025-04-03,102,0.78,Smart TV,Android,False
8875,320,15,2025-03-07,59,0.5,Desktop,TV App,False
8876,94,3,2025-04-13,95,0.66,Mobile,Android,False
8877,932,14,2024-06-09,130,1.0,Laptop,iOS,False
8878,1185,14,2024-06-24,75,0.58,Mobile,Web,False
8879,1102,13,2025-04-01,117,0.84,Smart TV,iOS,False
8880,919,1,2025-01-20,116,0.99,Smart TV,Web,True
8881,758,16,2024-12-15,84,0.86,Laptop,iOS,False
8882,888,23,2025-02-21,102,0.93,Smart TV,iOS,False
8883,44,12,2024-10-16,91,0.9,Mobile,Web,False
8884,967,17,2025-03-13,85,1.0,Laptop,Web,True
8885,399,15,2025-03-24,110,0.93,Mobile,Web,False
8886,266,11,2025-03-28,104,0.82,Mobile,Android,False
8887,264,12,2025-04-19,37,0.37,Laptop,iOS,False
8888,673,20,2024-10-01,26,0.29,Tablet,Web,True
8889,316,22,2025-01-13,116,0.97,Smart TV,Android,False
8890,536,10,2025-01-18,92,0.8,Smart TV,Android,False
8891,782,4,2025-04-21,66,0.62,Laptop,TV App,False
8892,758,20,2024-10-11,11,0.13,Smart TV,Web,False
8893,1098,10,2024-11-19,93,0.81,Mobile,Android,True
8894,216,12,2024-10-18,82,0.81,Mobile,Android,False
8895,1068,25,2024-12-20,113,0.84,Tablet,iOS,False
8896,417,24,2025-03-12,59,0.57,Tablet,Web,False
8897,273,13,2025-04-23,54,0.39,Smart TV,TV App,False
8898,540,15,2025-03-07,94,0.79,Smart TV,Android,False
8899,968,19,2025-04-16,78,0.63,Mobile,Android,False
8900,789,22,2025-01-04,120,1.0,Smart TV,iOS,False
8901,314,19,2025-04-15,58,0.47,Mobile,iOS,False
8902,1165,3,2025-01-23,118,0.82,Smart TV,Web,False
8903,759,10,2025-03-11,109,0.95,Laptop,iOS,False
8904,1041,18,2025-04-14,89,0.63,Desktop,Web,False
8905,612,15,2025-03-08,64,0.54,Smart TV,iOS,False
8906,6,2,2025-02-22,66,0.5,Smart TV,TV App,True
8907,1082,17,2025-03-15,63,0.75,Laptop,iOS,True
8908,903,25,2025-04-02,126,0.94,Laptop,Android,False
8909,247,15,2025-04-18,85,0.72,Mobile,iOS,False
8910,1068,2,2025-03-10,100,0.76,Laptop,TV App,False
8911,397,7,2025-01-16,31,0.35,Smart TV,iOS,False
8912,387,14,2025-04-13,83,0.64,Laptop,iOS,False
8913,713,1,2025-03-01,105,0.89,Mobile,Android,False
8914,159,9,2025-04-27,132,0.96,Tablet,iOS,False
8915,494,9,2025-04-23,56,0.41,Mobile,Web,False
8916,624,19,2025-04-28,98,0.79,Smart TV,iOS,False
8917,25,19,2025-04-13,67,0.54,Mobile,Android,False
8918,908,4,2025-03-27,74,0.69,Mobile,iOS,True
8919,675,19,2025-04-27,96,0.77,Smart TV,iOS,False
8920,546,13,2025-04-30,99,0.71,Smart TV,iOS,False
8921,497,19,2025-04-24,58,0.47,Smart TV,Android,False
8922,133,19,2025-04-29,93,0.75,Tablet,Android,False
8923,843,13,2025-04-23,116,0.83,Smart TV,iOS,False
8924,776,10,2025-02-07,80,0.7,Smart TV,iOS,False
8925,70,19,2025-04-20,123,0.99,Laptop,iOS,False
8926,531,2,2024-12-26,73,0.56,Mobile,iOS,False
8927,953,23,2025-04-25,107,0.98,Laptop,Android,False
8928,1091,9,2025-04-29,100,0.73,Smart TV,iOS,False
8929,383,23,2025-02-21,59,0.54,Tablet,Android,False
8930,1000,4,2025-04-24,103,0.96,Laptop,Web,False
8931,461,4,2025-03-26,81,0.75,Mobile,Android,False
8932,150,22,2025-04-26,66,0.55,Tablet,iOS,False
8933,463,24,2025-04-30,55,0.53,Mobile,Web,False
8934,391,21,2025-03-30,128,0.83,Smart TV,Android,False
8935,701,22,2025-03-01,72,0.6,Tablet,iOS,False
8936,1117,14,2024-08-02,78,0.6,Laptop,TV App,True
8937,312,19,2025-04-19,102,0.82,Desktop,Web,False
8938,218,1,2025-01-23,116,0.99,Smart TV,Web,False
8939,945,10,2025-02-02,75,0.66,Tablet,Web,False
8940,447,13,2025-03-18,114,0.82,Mobile,iOS,False
8941,1093,15,2025-04-10,110,0.93,Mobile,Web,False
8942,47,20,2024-09-09,42,0.46,Laptop,Web,False
